NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.04,989.4000000000001,3468.3070148133156,ZOAC (Neural),100
0.05,974.4200000000001,3417.8583188492216,ZOAC (Neural),100
0.06,957.1199999999999,3362.1012067201523,ZOAC (Neural),100
0.07,962.1,3385.789413798114,ZOAC (Neural),100
0.08,951.2200000000001,3351.7910917803083,ZOAC (Neural),100
0.09,934.6800000000002,3281.531439442963,ZOAC (Neural),100
0.1,931.2199999999999,3276.1125355210443,ZOAC (Neural),100
0.11,935.4000000000001,3281.9055667235834,ZOAC (Neural),100
0.12,917.08,3197.7386646585187,ZOAC (Neural),100
0.13,879.7000000000002,3086.2621865936435,ZOAC (Neural),100
0.14,906.5200000000001,3200.09814522118,ZOAC (Neural),100
0.15,841.4800000000001,2964.900978930054,ZOAC (Neural),100
0.16,819.1800000000002,2890.939080284427,ZOAC (Neural),100
0.17,820.08,2890.155646027427,ZOAC (Neural),100
0.18,833.24,2930.392001493562,ZOAC (Neural),100
0.19,827.9399999999999,2900.7914239608467,ZOAC (Neural),100
0.2,758.1399999999999,2678.1399224359043,ZOAC (Neural),100
0.21,779.24,2737.685988168934,ZOAC (Neural),100
0.22,801.5,2810.284724642141,ZOAC (Neural),100
0.23,753.5000000000001,2635.775873213738,ZOAC (Neural),100
0.24,751.0399999999996,2641.1270039461824,ZOAC (Neural),100
0.25,699.3199999999998,2470.4273223012733,ZOAC (Neural),100
0.26,704.8999999999999,2475.4812003603633,ZOAC (Neural),100
0.27,668.4599999999998,2359.0294307173917,ZOAC (Neural),100
0.28,721.3,2542.099927561602,ZOAC (Neural),100
0.29,675.8000000000001,2360.0471034486272,ZOAC (Neural),100
0.3,670.7399999999999,2348.851485821477,ZOAC (Neural),100
0.0,590.68,1979.619678145736,ZOAC (Neural),200
0.01,550.98,1840.8716215107104,ZOAC (Neural),200
0.02,457.92,1521.7711647152953,ZOAC (Neural),200
0.03,648.02,2181.307180746166,ZOAC (Neural),200
0.04,542.92,1812.4556627948136,ZOAC (Neural),200
0.05,624.5,2105.2079558084793,ZOAC (Neural),200
0.06,667.86,2254.987406066851,ZOAC (Neural),200
0.07,586.5400000000001,1960.6566646214103,ZOAC (Neural),200
0.08,572.9399999999999,1914.034958337007,ZOAC (Neural),200
0.09,543.0600000000001,1809.6850946584245,ZOAC (Neural),200
